NHI,preferredName,dateOfBirth,eMail,phone,preferredContactMethod
FWG5876,Jan  ,1941-08-01,FWG5876@havemydata.nz,9045882,phone
FWL5880,Fredda  ,1961-01-29,FWL5880@havemydata.nz,9025886,phone
FWV5884,Maxwell  ,1919-04-06,FWV5884@havemydata.nz,8635890,phone
FWJ5888,Nakisha  ,1970-02-06,FWJ5888@havemydata.nz,8015894,phone
FWR5892,Tyron  ,1928-11-01,FWR5892@havemydata.nz,8195898,phone
FWO5896,Glennie  ,1970-09-20,FWO5896@havemydata.nz,6855902,text
FWK5900,Todd  ,1977-03-20,FWK5900@havemydata.nz,6815906,phone
FWA5904,Era  ,1913-06-04,FWA5904@havemydata.nz,8975910,phone
FWM5908,Kenya  ,1978-04-07,FWM5908@havemydata.nz,6885914,phone
FWL5912,Tammara  ,1918-02-27,FWL5912@havemydata.nz,6935918,phone
FXM5916,Ivana  ,1912-06-30,FXM5916@havemydata.nz,8225922,phone
FXC5920,Santa  ,1954-07-01,FXC5920@havemydata.nz,7395926,phone
FXJ5924,Fredda  ,1985-03-11,FXJ5924@havemydata.nz,7225930,text
FXW5928,Dorethea  ,1935-11-28,FXW5928@havemydata.nz,6555934,phone
FXI5932,Delorse  ,1940-04-24,FXI5932@havemydata.nz,6595938,email
FXR5936,Glennie  ,1962-12-21,FXR5936@havemydata.nz,8355942,phone
FXL5940,Judi  ,1942-08-28,FXL5940@havemydata.nz,8435946,phone
FXT5944,Andera  ,1952-08-24,FXT5944@havemydata.nz,8985950,text
FXD5948,Emogene  ,1928-05-28,FXD5948@havemydata.nz,7895954,phone
FXX5952,Maxwell  ,1927-02-08,FXX5952@havemydata.nz,8885958,text
FXF5956,Todd  ,1960-07-12,FXF5956@havemydata.nz,8835962,text
FXB5960,Kenya  ,1928-01-15,FXB5960@havemydata.nz,6865966,text
FXI5964,Josephina  ,1963-05-19,FXI5964@havemydata.nz,7525970,text
FXH5968,Angila  ,1930-11-01,FXH5968@havemydata.nz,8365974,email
FXM5972,Sondra  ,1928-10-02,FXM5972@havemydata.nz,8935978,text
FXF5976,Dorethea  ,1932-04-08,FXF5976@havemydata.nz,6935982,text
FXX5980,Bea  ,1934-02-23,FXX5980@havemydata.nz,9015986,text
FXG5984,Man  ,1927-04-03,FXG5984@havemydata.nz,7055990,phone
FXY5988,Glennie  ,1943-04-20,FXY5988@havemydata.nz,7425994,text
FXA5992,Nakisha  ,1969-02-14,FXA5992@havemydata.nz,8975998,text
FXL5996,Carol  ,1950-10-15,FXL5996@havemydata.nz,8126002,text
FXB6000,Latosha  ,1982-04-23,FXB6000@havemydata.nz,6736006,text
FXP6004,Judi  ,1920-12-18,FXP6004@havemydata.nz,8836010,phone
FXG6008,Man  ,1952-03-14,FXG6008@havemydata.nz,7416014,text
FXF6012,Clora  ,1951-08-28,FXF6012@havemydata.nz,8586018,phone
FXR6016,Bea  ,1956-07-20,FXR6016@havemydata.nz,7456022,text
FYL6020,Judi  ,1911-08-08,FYL6020@havemydata.nz,7936026,text
FYP6024,Dorethea  ,1977-07-30,FYP6024@havemydata.nz,8236030,phone
FYL6028,Maxwell  ,1943-02-13,FYL6028@havemydata.nz,7936034,phone
FYD6032,Kenna  ,1926-07-20,FYD6032@havemydata.nz,6556038,phone
FYT6036,Ivana  ,1969-10-13,FYT6036@havemydata.nz,7566042,phone
FYB6040,Sondra  ,1956-09-22,FYB6040@havemydata.nz,7496046,phone
FYG6044,Brigid  ,1958-10-21,FYG6044@havemydata.nz,7526050,text
FYH6048,Elma  ,1976-06-12,FYH6048@havemydata.nz,7976054,text
FYQ6052,Salome  ,1968-08-11,FYQ6052@havemydata.nz,7286058,text
FYC6056,Max  ,1921-06-18,FYC6056@havemydata.nz,7856062,text
FYE6060,Angila  ,1962-06-20,FYE6060@havemydata.nz,7976066,phone
FYA6064,Ivana  ,1958-02-21,FYA6064@havemydata.nz,7386070,phone
FYU6068,Brigid  ,1917-03-09,FYU6068@havemydata.nz,8016074,text
FYW6072,Ivana  ,1930-08-18,FYW6072@havemydata.nz,9096078,phone
FYD6076,Naomi  ,1987-01-18,FYD6076@havemydata.nz,7446082,text
FYF6080,Naomi  ,1943-05-03,FYF6080@havemydata.nz,7986086,phone
FYQ6084,Kenya  ,1956-01-04,FYQ6084@havemydata.nz,8686090,phone
FYM6088,Jan  ,1972-03-31,FYM6088@havemydata.nz,8726094,phone
FYP6092,Jan  ,1939-09-11,FYP6092@havemydata.nz,7616098,phone
FYF6096,Lilla  ,1932-06-26,FYF6096@havemydata.nz,8176102,text
FYB6100,Jan  ,1970-04-03,FYB6100@havemydata.nz,8166106,phone
FYH6104,Emogene  ,1949-04-26,FYH6104@havemydata.nz,8636110,phone
FYH6108,Venetta  ,1974-05-29,FYH6108@havemydata.nz,7036114,text
FYR6112,Tammara  ,1982-11-23,FYR6112@havemydata.nz,6876118,phone
FYZ6116,Leora  ,1913-11-07,FYZ6116@havemydata.nz,8476122,phone
FYM6120,Carol  ,1925-09-27,FYM6120@havemydata.nz,6516126,phone
FZS6124,Marietta  ,1951-10-31,FZS6124@havemydata.nz,8446130,text
FZK6128,Venetta  ,1969-07-09,FZK6128@havemydata.nz,6666134,phone
FZM6132,Helen  ,1911-08-26,FZM6132@havemydata.nz,8076138,text
FZM6136,Helen  ,1964-12-27,FZM6136@havemydata.nz,7576142,text
FZU6140,Gena  ,1950-09-19,FZU6140@havemydata.nz,7576146,text
FZR6144,Larraine  ,1943-11-23,FZR6144@havemydata.nz,8966150,email
FZY6148,Shan  ,1975-09-02,FZY6148@havemydata.nz,7946154,text
FZZ6152,Nakisha  ,1916-07-03,FZZ6152@havemydata.nz,7256158,text
FZA6156,Ivana  ,1951-07-02,FZA6156@havemydata.nz,7776162,phone
FZU6160,Latosha  ,1931-10-05,FZU6160@havemydata.nz,8986166,email
FZC6164,Shan  ,1939-10-12,FZC6164@havemydata.nz,8426170,text
FZU6168,Jesica  ,1978-07-26,FZU6168@havemydata.nz,7896174,phone
FZM6172,Carter  ,1961-03-17,FZM6172@havemydata.nz,9046178,phone
FZW6176,Mae  ,1982-06-08,FZW6176@havemydata.nz,6856182,phone
FZL6180,Man  ,1982-08-07,FZL6180@havemydata.nz,8496186,text
FZD6184,Judi  ,1925-07-12,FZD6184@havemydata.nz,7316190,phone
FZJ6188,Salome  ,1940-09-19,FZJ6188@havemydata.nz,7216194,text
FZV6192,Latosha  ,1926-07-15,FZV6192@havemydata.nz,8396198,phone
FZT6196,Mae  ,1912-07-10,FZT6196@havemydata.nz,6966202,text
FZZ6200,Elma  ,1983-04-15,FZZ6200@havemydata.nz,8996206,phone
FZE6204,Maxwell  ,1957-11-04,FZE6204@havemydata.nz,9026210,text
FZK6208,Venetta  ,1928-04-21,FZK6208@havemydata.nz,8156214,text
FZL6212,Nakisha  ,1934-10-17,FZL6212@havemydata.nz,6516218,text
FZA6216,Brock  ,1935-04-02,FZA6216@havemydata.nz,6586222,text
FZC6220,Emogene  ,1937-09-08,FZC6220@havemydata.nz,7016226,phone
FZC6224,Naomi  ,1975-06-26,FZC6224@havemydata.nz,7156230,text
GAF6228,Elma  ,1924-04-02,GAF6228@havemydata.nz,7086234,text
GAZ6232,Ivana  ,1968-10-10,GAZ6232@havemydata.nz,8516238,text
GAL6236,Brigid  ,1966-03-03,GAL6236@havemydata.nz,8666242,phone
GAQ6240,Glennie  ,1915-06-06,GAQ6240@havemydata.nz,8686246,text
GAQ6244,Todd  ,1917-11-21,GAQ6244@havemydata.nz,8436250,phone
GAE6248,Fredda  ,1974-07-19,GAE6248@havemydata.nz,6676254,phone
GAS6252,Yelena  ,1943-12-07,GAS6252@havemydata.nz,7956258,phone
GAH6256,Andera  ,1921-02-02,GAH6256@havemydata.nz,8836262,phone
GAK6260,Nakisha  ,1953-12-21,GAK6260@havemydata.nz,9056266,phone
GAS6264,Susann  ,1956-10-10,GAS6264@havemydata.nz,6846270,phone
GAW6268,Angila  ,1954-05-11,GAW6268@havemydata.nz,6516274,text
GAR6272,Man  ,1916-06-13,GAR6272@havemydata.nz,6866278,phone
GAK6276,Carter  ,1952-05-25,GAK6276@havemydata.nz,9026282,phone
GAH6280,Naomi  ,1962-04-17,GAH6280@havemydata.nz,8036286,phone
GAJ6284,Brock  ,1971-06-08,GAJ6284@havemydata.nz,8936290,text
GAF6288,Shan  ,1943-12-12,GAF6288@havemydata.nz,6836294,phone
GAE6292,Mae  ,1944-05-26,GAE6292@havemydata.nz,8976298,text
GAA6296,Marietta  ,1978-05-13,GAA6296@havemydata.nz,6666302,email
GAZ6300,Era  ,1979-12-03,GAZ6300@havemydata.nz,7236306,text
GAO6304,Max  ,1935-07-02,GAO6304@havemydata.nz,7356310,text
GAZ6308,Latosha  ,1982-06-04,GAZ6308@havemydata.nz,7266314,phone
GAK6312,Shan  ,1931-12-24,GAK6312@havemydata.nz,6846318,text
GAP6316,Kenya  ,1973-05-10,GAP6316@havemydata.nz,7966322,phone
GAN6320,Leora  ,1971-10-03,GAN6320@havemydata.nz,7716326,phone
GAD6324,Dorethea  ,1980-08-27,GAD6324@havemydata.nz,7946330,phone
GAR6328,Emogene  ,1960-10-21,GAR6328@havemydata.nz,6646334,text
GBO6332,Clora  ,1936-02-07,GBO6332@havemydata.nz,7066338,phone
GBG6336,Elma  ,1921-01-11,GBG6336@havemydata.nz,9096342,email
GBA6340,Fredda  ,1926-10-12,GBA6340@havemydata.nz,8356346,text
GBV6344,Emogene  ,1982-05-07,GBV6344@havemydata.nz,7876350,text
GBY6348,Angila  ,1966-10-05,GBY6348@havemydata.nz,7966354,text
GBI6352,Gena  ,1955-03-31,GBI6352@havemydata.nz,7596358,phone
GBQ6356,Ivana  ,1971-01-12,GBQ6356@havemydata.nz,7646362,text
GBW6360,Emogene  ,1965-11-26,GBW6360@havemydata.nz,7726366,phone
GBV6364,Man  ,1964-05-04,GBV6364@havemydata.nz,7216370,phone
GBA6368,Delorse  ,1987-05-12,GBA6368@havemydata.nz,8876374,email
GBR6372,Era  ,1984-04-30,GBR6372@havemydata.nz,7956378,text
GBY6376,Latosha  ,1912-11-25,GBY6376@havemydata.nz,6766382,text
GBM6380,Delorse  ,1922-02-02,GBM6380@havemydata.nz,7126386,phone
GBJ6384,Emogene  ,1963-11-24,GBJ6384@havemydata.nz,8246390,text
GBW6388,Josephina  ,1977-07-25,GBW6388@havemydata.nz,7856394,text
GBK6392,Todd  ,1951-04-17,GBK6392@havemydata.nz,7466398,text
GBX6396,Dorethea  ,1962-10-07,GBX6396@havemydata.nz,7396402,text
GBB6400,Carter  ,1924-05-30,GBB6400@havemydata.nz,7076406,phone
GBM6404,Bea  ,1959-04-08,GBM6404@havemydata.nz,9096410,text
GBT6408,Andera  ,1935-04-05,GBT6408@havemydata.nz,6816414,text
GBV6412,Helen  ,1942-04-18,GBV6412@havemydata.nz,8156418,text
GBZ6416,Naomi  ,1948-06-19,GBZ6416@havemydata.nz,7156422,phone
GBZ6420,Carter  ,1969-12-18,GBZ6420@havemydata.nz,7616426,phone
GBR6424,Elma  ,1931-01-24,GBR6424@havemydata.nz,8376430,phone
GBS6428,Shanell  ,1919-12-09,GBS6428@havemydata.nz,6916434,text
GBN6432,Brock  ,1922-01-15,GBN6432@havemydata.nz,8736438,phone
GCR6436,Susann  ,1937-08-06,GCR6436@havemydata.nz,7626442,text
GCU6440,Era  ,1965-06-14,GCU6440@havemydata.nz,7286446,text
GCR6444,Yelena  ,1941-09-15,GCR6444@havemydata.nz,8576450,text
GCK6448,Marietta  ,1961-01-26,GCK6448@havemydata.nz,9056454,phone
GCT6452,Helen  ,1977-10-16,GCT6452@havemydata.nz,8646458,phone
GCU6456,Dorethea  ,1940-07-23,GCU6456@havemydata.nz,8386462,phone
GCV6460,Kenna  ,1956-04-08,GCV6460@havemydata.nz,8026466,phone
GCF6464,Venetta  ,1972-12-06,GCF6464@havemydata.nz,6816470,text
GCR6468,Carol  ,1981-01-03,GCR6468@havemydata.nz,8096474,text
GCQ6472,Max  ,1955-09-02,GCQ6472@havemydata.nz,7266478,text
GCN6476,Era  ,1967-10-18,GCN6476@havemydata.nz,8136482,email
GCL6480,Latosha  ,1944-08-22,GCL6480@havemydata.nz,8836486,text
GCL6484,Lilla  ,1925-06-24,GCL6484@havemydata.nz,7926490,phone
GCJ6488,Judi  ,1959-11-24,GCJ6488@havemydata.nz,8516494,email
GCS6492,Man  ,1969-06-02,GCS6492@havemydata.nz,7896498,phone
GCX6496,Helen  ,1912-01-16,GCX6496@havemydata.nz,7026502,email
GCX6500,Man  ,1965-10-19,GCX6500@havemydata.nz,8216506,text
GCW6504,Andera  ,1976-01-29,GCW6504@havemydata.nz,8276510,text
GCE6508,Brock  ,1953-12-15,GCE6508@havemydata.nz,6956514,phone
GCG6512,Angila  ,1979-08-16,GCG6512@havemydata.nz,8426518,text
GCK6516,Andera  ,1964-10-07,GCK6516@havemydata.nz,7666522,email
GCB6520,Gena  ,1963-07-07,GCB6520@havemydata.nz,7276526,text
GCD6524,Ivana  ,1973-07-27,GCD6524@havemydata.nz,7486530,phone
GCR6528,Tyron  ,1933-06-26,GCR6528@havemydata.nz,7876534,text
GCS6532,Brigid  ,1958-09-04,GCS6532@havemydata.nz,8226538,text
GCK6536,Max  ,1983-12-10,GCK6536@havemydata.nz,8576542,email
GDN6540,Kenna  ,1953-12-04,GDN6540@havemydata.nz,8896546,phone
GDC6544,Angila  ,1945-05-29,GDC6544@havemydata.nz,8646550,text
GDV6548,Glennie  ,1942-09-07,GDV6548@havemydata.nz,6846554,text
GDM6552,Nakisha  ,1912-02-19,GDM6552@havemydata.nz,8396558,text
GDW6556,Jesica  ,1942-10-17,GDW6556@havemydata.nz,6846562,text
GDU6560,Kenya  ,1948-07-13,GDU6560@havemydata.nz,7386566,phone
GDO6564,Shan  ,1954-02-12,GDO6564@havemydata.nz,8976570,email
GDQ6568,Tyron  ,1940-08-16,GDQ6568@havemydata.nz,6946574,text
GDS6572,Carol  ,1978-05-11,GDS6572@havemydata.nz,7376578,text
GDH6576,Gena  ,1979-10-15,GDH6576@havemydata.nz,7196582,phone
GDJ6580,Leora  ,1979-12-27,GDJ6580@havemydata.nz,8736586,text
GDU6584,Maxwell  ,1929-12-19,GDU6584@havemydata.nz,6836590,text
GDY6588,Shan  ,1932-07-21,GDY6588@havemydata.nz,7236594,phone
GDX6592,Naomi  ,1934-05-31,GDX6592@havemydata.nz,9056598,text
GDJ6596,Judi  ,1923-11-20,GDJ6596@havemydata.nz,7286602,text
GDP6600,Latosha  ,1980-09-01,GDP6600@havemydata.nz,9026606,text
GDS6604,Sondra  ,1952-10-09,GDS6604@havemydata.nz,8826610,phone
GDR6608,Carol  ,1930-06-16,GDR6608@havemydata.nz,8836614,phone
GDM6612,Maxwell  ,1941-09-09,GDM6612@havemydata.nz,7446618,text
GDL6616,Gena  ,1917-10-12,GDL6616@havemydata.nz,7016622,text
GDC6620,Yelena  ,1916-09-28,GDC6620@havemydata.nz,7876626,email
GDK6624,Yelena  ,1951-12-30,GDK6624@havemydata.nz,7066630,phone
GDD6628,Ivana  ,1942-01-20,GDD6628@havemydata.nz,8086634,text
GDB6632,Tyron  ,1938-08-05,GDB6632@havemydata.nz,6726638,text
GDI6636,Glennie  ,1961-11-09,GDI6636@havemydata.nz,7026642,text
GDX6640,Shanell  ,1936-08-11,GDX6640@havemydata.nz,8246646,email
GEC6644,Yelena  ,1955-08-06,GEC6644@havemydata.nz,7646650,text
GEA6648,Delorse  ,1927-03-15,GEA6648@havemydata.nz,7626654,email
GEF6652,Judi  ,1938-04-14,GEF6652@havemydata.nz,8046658,phone
GEQ6656,Helen  ,1918-10-23,GEQ6656@havemydata.nz,8776662,text
GEB6660,Andera  ,1949-02-16,GEB6660@havemydata.nz,7436666,email
GEH6664,Todd  ,1986-09-18,GEH6664@havemydata.nz,7126670,phone
GES6668,Lilla  ,1983-04-19,GES6668@havemydata.nz,7796674,phone
GEE6672,Kenya  ,1982-08-01,GEE6672@havemydata.nz,7866678,phone
GEV6676,Elma  ,1914-11-14,GEV6676@havemydata.nz,7316682,text
GET6680,Mae  ,1965-06-05,GET6680@havemydata.nz,7836686,phone
GEX6684,Yelena  ,1912-10-17,GEX6684@havemydata.nz,7546690,email
GEG6688,Era  ,1923-03-10,GEG6688@havemydata.nz,7366694,phone
GEM6692,Helen  ,1957-08-04,GEM6692@havemydata.nz,8316698,text
GEX6696,Carter  ,1962-12-01,GEX6696@havemydata.nz,7576702,text
GEG6700,Carter  ,1959-04-30,GEG6700@havemydata.nz,6826706,text
GEB6704,Nakisha  ,1929-05-20,GEB6704@havemydata.nz,8676710,phone
GEE6708,Gena  ,1948-03-02,GEE6708@havemydata.nz,7996714,text
GEX6712,Lilla  ,1927-07-02,GEX6712@havemydata.nz,8246718,text
GEG6716,Man  ,1935-02-24,GEG6716@havemydata.nz,7346722,text
GEY6720,Tyron  ,1985-02-16,GEY6720@havemydata.nz,9076726,phone
GEI6724,Sondra  ,1940-12-28,GEI6724@havemydata.nz,8936730,text
GEB6728,Clora  ,1912-01-02,GEB6728@havemydata.nz,6616734,text
GES6732,Carter  ,1916-06-11,GES6732@havemydata.nz,7686738,phone
GEQ6736,Max  ,1928-07-10,GEQ6736@havemydata.nz,6586742,email
GEM6740,Gena  ,1976-03-10,GEM6740@havemydata.nz,6696746,phone
GEH6744,Zita  ,1976-08-17,GEH6744@havemydata.nz,8266750,text
GFH6748,Delorse  ,1963-09-03,GFH6748@havemydata.nz,8636754,text
GFI6752,Cherie  ,1938-06-28,GFI6752@havemydata.nz,8646758,text
GFH6756,Marietta  ,1983-10-12,GFH6756@havemydata.nz,6916762,text
GFD6760,Glennie  ,1958-08-27,GFD6760@havemydata.nz,7686766,phone
GFX6764,Leora  ,1945-03-22,GFX6764@havemydata.nz,8496770,phone
GFQ6768,Ivana  ,1987-07-12,GFQ6768@havemydata.nz,8966774,email
GFH6772,Josephina  ,1922-12-28,GFH6772@havemydata.nz,8876778,text
GFM6776,Emogene  ,1935-03-24,GFM6776@havemydata.nz,6956782,text
GFH6780,Josephina  ,1970-04-24,GFH6780@havemydata.nz,6796786,phone
GFW6784,Zita  ,1973-09-17,GFW6784@havemydata.nz,8716790,text
GFQ6788,Tyron  ,1932-02-23,GFQ6788@havemydata.nz,6756794,phone
GFM6792,Carter  ,1913-12-24,GFM6792@havemydata.nz,6916798,text
GFA6796,Jan  ,1919-04-21,GFA6796@havemydata.nz,8836802,text
GFW6800,Latosha  ,1945-11-06,GFW6800@havemydata.nz,8596806,phone
GFL6804,Susann  ,1928-06-28,GFL6804@havemydata.nz,8066810,phone
GFN6808,Lilla  ,1967-07-30,GFN6808@havemydata.nz,8416814,phone
GFM6812,Daisey  ,1959-10-24,GFM6812@havemydata.nz,7816818,phone
GFF6816,Salome  ,1959-03-25,GFF6816@havemydata.nz,8786822,text
GFG6820,Kenya  ,1929-01-26,GFG6820@havemydata.nz,6996826,text
GFG6824,Judi  ,1929-01-01,GFG6824@havemydata.nz,8646830,phone
GFZ6828,Kenna  ,1940-01-03,GFZ6828@havemydata.nz,8886834,text
GFD6832,Sondra  ,1927-07-10,GFD6832@havemydata.nz,6596838,text
GFR6836,Yelena  ,1964-05-20,GFR6836@havemydata.nz,8916842,text
GFI6840,Marietta  ,1920-02-01,GFI6840@havemydata.nz,6556846,phone
GFY6844,Mae  ,1911-11-04,GFY6844@havemydata.nz,8526850,text
GFF6848,Helen  ,1982-11-26,GFF6848@havemydata.nz,8126854,text
GGM6852,Todd  ,1913-06-29,GGM6852@havemydata.nz,9016858,text
GGF6856,Shanell  ,1983-03-16,GGF6856@havemydata.nz,6656862,text
GGP6860,Jan  ,1929-04-07,GGP6860@havemydata.nz,8886866,phone
GGW6864,Larraine  ,1944-07-09,GGW6864@havemydata.nz,8316870,phone
GGG6868,Yelena  ,1974-06-23,GGG6868@havemydata.nz,6776874,text
GGT6872,Latosha  ,1976-03-02,GGT6872@havemydata.nz,7696878,text
GGC6876,Daisey  ,1920-01-25,GGC6876@havemydata.nz,8916882,text
GGC6880,Cherie  ,1986-06-11,GGC6880@havemydata.nz,7116886,text
GGX6884,Delorse  ,1937-01-22,GGX6884@havemydata.nz,6726890,phone
GGV6888,Mae  ,1937-01-12,GGV6888@havemydata.nz,6626894,phone
GGO6892,Elma  ,1947-09-18,GGO6892@havemydata.nz,8976898,text
GGG6896,Carter  ,1921-01-08,GGG6896@havemydata.nz,8656902,text
GGU6900,Emogene  ,1922-09-17,GGU6900@havemydata.nz,7946906,phone
GGS6904,Max  ,1968-06-22,GGS6904@havemydata.nz,6696910,text
GGY6908,Elma  ,1938-03-28,GGY6908@havemydata.nz,8576914,text
GGP6912,Sondra  ,1963-06-12,GGP6912@havemydata.nz,8786918,phone
GGN6916,Leora  ,1984-09-29,GGN6916@havemydata.nz,7386922,text
GGA6920,Larraine  ,1971-09-23,GGA6920@havemydata.nz,8256926,text
GGM6924,Kenya  ,1966-09-29,GGM6924@havemydata.nz,6586930,text
GGY6928,Fredda  ,1942-01-17,GGY6928@havemydata.nz,7426934,text
GGN6932,Zita  ,1956-05-07,GGN6932@havemydata.nz,8836938,phone
GGR6936,Josephina  ,1926-06-11,GGR6936@havemydata.nz,7436942,text
GGT6940,Venetta  ,1940-03-18,GGT6940@havemydata.nz,7916946,text
GGW6944,Jesica  ,1961-08-12,GGW6944@havemydata.nz,8626950,phone
GGD6948,Shan  ,1950-06-27,GGD6948@havemydata.nz,7386954,text
GGU6952,Dorethea  ,1921-03-05,GGU6952@havemydata.nz,6666958,text
GHB6956,Kenna  ,1931-08-05,GHB6956@havemydata.nz,8336962,text
GHD6960,Fredda  ,1977-07-05,GHD6960@havemydata.nz,8036966,phone
GHB6964,Judi  ,1925-08-28,GHB6964@havemydata.nz,8746970,text
GHF6968,Emogene  ,1958-05-05,GHF6968@havemydata.nz,8656974,phone
GHZ6972,Yelena  ,1915-05-29,GHZ6972@havemydata.nz,8386978,text
GHY6976,Carter  ,1956-01-05,GHY6976@havemydata.nz,8196982,text
GHV6980,Maxwell  ,1919-05-12,GHV6980@havemydata.nz,7816986,text
GHU6984,Carter  ,1973-08-03,GHU6984@havemydata.nz,9026990,phone
GHT6988,Zita  ,1935-07-19,GHT6988@havemydata.nz,7676994,text
GHG6992,Glennie  ,1917-11-11,GHG6992@havemydata.nz,8586998,phone
GHI6996,Latosha  ,1970-03-14,GHI6996@havemydata.nz,8487002,email
GHJ7000,Mae  ,1957-09-03,GHJ7000@havemydata.nz,6577006,phone
GHE7004,Kenya  ,1961-06-21,GHE7004@havemydata.nz,9097010,text
GHW7008,Shanell  ,1925-10-08,GHW7008@havemydata.nz,6887014,text
GHS7012,Sondra  ,1983-05-17,GHS7012@havemydata.nz,8557018,phone
GHD7016,Dorethea  ,1952-07-07,GHD7016@havemydata.nz,8567022,text
GHJ7020,Helen  ,1952-05-03,GHJ7020@havemydata.nz,8037026,phone
GHR7024,Gena  ,1975-11-05,GHR7024@havemydata.nz,7627030,phone
GHM7028,Judi  ,1979-04-09,GHM7028@havemydata.nz,8257034,text
GHT7032,Shan  ,1930-09-19,GHT7032@havemydata.nz,9097038,text
GHQ7036,Leora  ,1944-08-06,GHQ7036@havemydata.nz,7867042,phone
GHN7040,Fredda  ,1928-07-13,GHN7040@havemydata.nz,6517046,email
GHT7044,Tyron  ,1963-12-04,GHT7044@havemydata.nz,7237050,phone
GHH7048,Era  ,1982-12-31,GHH7048@havemydata.nz,7827054,text
GHV7052,Tammara  ,1920-03-29,GHV7052@havemydata.nz,6837058,phone
GHS7056,Mae  ,1959-11-15,GHS7056@havemydata.nz,8187062,text
GIO7060,Shanell  ,1938-08-22,GIO7060@havemydata.nz,6917066,phone
GIT7064,Maxwell  ,1962-07-31,GIT7064@havemydata.nz,7817070,text
GIN7068,Josephina  ,1913-02-16,GIN7068@havemydata.nz,7837074,text
GIK7072,Brigid  ,1967-12-31,GIK7072@havemydata.nz,8297078,text
GII7076,Marietta  ,1917-08-03,GII7076@havemydata.nz,8537082,phone
GIQ7080,Man  ,1976-01-17,GIQ7080@havemydata.nz,8247086,text
GII7084,Kenya  ,1912-12-20,GII7084@havemydata.nz,8147090,text
GIE7088,Kenya  ,1916-07-24,GIE7088@havemydata.nz,8487094,phone
GIC7092,Ivana  ,1972-05-12,GIC7092@havemydata.nz,8737098,text
GIZ7096,Brigid  ,1967-08-15,GIZ7096@havemydata.nz,7777102,text
GIY7100,Helen  ,1946-05-03,GIY7100@havemydata.nz,7967106,phone
GIA7104,Susann  ,1948-04-26,GIA7104@havemydata.nz,7377110,text
GIC7108,Bea  ,1958-07-16,GIC7108@havemydata.nz,7147114,email
GIK7112,Nakisha  ,1960-09-23,GIK7112@havemydata.nz,7737118,phone
GIO7116,Kenna  ,1965-04-27,GIO7116@havemydata.nz,8967122,phone
GIB7120,Ivana  ,1933-10-11,GIB7120@havemydata.nz,7177126,text
GII7124,Era  ,1914-05-07,GII7124@havemydata.nz,8287130,text
GID7128,Bea  ,1971-10-07,GID7128@havemydata.nz,7757134,text
GIT7132,Yelena  ,1955-10-13,GIT7132@havemydata.nz,7967138,phone
GIK7136,Venetta  ,1922-09-29,GIK7136@havemydata.nz,8567142,phone
GIF7140,Ivana  ,1983-01-16,GIF7140@havemydata.nz,6757146,phone
GIC7144,Fredda  ,1923-05-21,GIC7144@havemydata.nz,8367150,phone
GIW7148,Era  ,1977-11-13,GIW7148@havemydata.nz,7897154,phone
GIW7152,Glennie  ,1913-02-27,GIW7152@havemydata.nz,8337158,phone
GIF7156,Marietta  ,1985-11-09,GIF7156@havemydata.nz,6737162,text
GIX7160,Salome  ,1912-10-15,GIX7160@havemydata.nz,7887166,phone
GJP7164,Mae  ,1924-01-21,GJP7164@havemydata.nz,8197170,text
GJX7168,Delorse  ,1971-08-17,GJX7168@havemydata.nz,6887174,text
GJS7172,Bea  ,1985-06-19,GJS7172@havemydata.nz,6527178,phone
GJP7176,Helen  ,1927-03-04,GJP7176@havemydata.nz,6937182,phone
GJQ7180,Angila  ,1918-12-03,GJQ7180@havemydata.nz,8677186,text
GJZ7184,Mae  ,1958-07-30,GJZ7184@havemydata.nz,6557190,email
GJF7188,Leora  ,1950-06-08,GJF7188@havemydata.nz,7047194,text
GJW7192,Nakisha  ,1986-01-30,GJW7192@havemydata.nz,8587198,phone
GJI7196,Josephina  ,1921-06-17,GJI7196@havemydata.nz,8757202,text
GJE7200,Susann  ,1926-11-19,GJE7200@havemydata.nz,7137206,phone
GJC7204,Brock  ,1912-10-29,GJC7204@havemydata.nz,6957210,text
GJK7208,Max  ,1987-07-16,GJK7208@havemydata.nz,8287214,text
GJN7212,Lilla  ,1942-11-03,GJN7212@havemydata.nz,8667218,text
GJX7216,Leora  ,1976-10-12,GJX7216@havemydata.nz,8857222,text
GJF7220,Latosha  ,1946-09-22,GJF7220@havemydata.nz,7627226,text
GJQ7224,Carol  ,1927-07-11,GJQ7224@havemydata.nz,6537230,text
GJR7228,Carter  ,1944-08-14,GJR7228@havemydata.nz,6577234,text
GJX7232,Yelena  ,1959-01-29,GJX7232@havemydata.nz,7927238,text
GJU7236,Brock  ,1918-10-29,GJU7236@havemydata.nz,7827242,email
GJN7240,Shanell  ,1920-09-05,GJN7240@havemydata.nz,7497246,text
GJP7244,Delorse  ,1937-04-29,GJP7244@havemydata.nz,7527250,text
GJV7248,Susann  ,1945-07-12,GJV7248@havemydata.nz,8257254,phone
GJN7252,Nakisha  ,1911-05-28,GJN7252@havemydata.nz,7357258,text
GJQ7256,Brock  ,1911-07-14,GJQ7256@havemydata.nz,6747262,text
GJL7260,Leora  ,1930-02-01,GJL7260@havemydata.nz,7237266,text
GJN7264,Jan  ,1940-12-26,GJN7264@havemydata.nz,7187270,phone
